Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 5.5 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
236 Honoria (A884 HA)              	| RA, DEC 23 33 08.14 +03 35 18.7	| EL, AZ: 28.0  66.7 	| Mag: 12.5 	| moon_dis: 156.0
346 Hermentaria (A892 WC)          	| RA, DEC 15 27 59.20 -14 42 52.6	| EL, AZ: 27.1  268.1	| Mag: 12.4 	| moon_dis: 81.5 
559 Nanon (A905 EB)                	| RA, DEC 15 33 40.26 -11 16 04.9	| EL, AZ: 26.8  272.2	| Mag: 13.9 	| moon_dis: 82.0 
338 Budrosa (A892 SF)              	| RA, DEC 23 44 13.13 +04 52 15.3	| EL, AZ: 25.1  67.4 	| Mag: 13.7 	| moon_dis: 153.0
563 Suleika (A905 GD)              	| RA, DEC 15 19 05.91 -14 15 01.6	| EL, AZ: 25.0  267.4	| Mag: 14.0 	| moon_dis: 79.3 
70 Panopaea (A861 JA)              	| RA, DEC 14 57 31.98 -24 08 59.6	| EL, AZ: 24.6  255.2	| Mag: 12.1 	| moon_dis: 77.1 
106 Dione (A868 TA)                	| RA, DEC 00 12 51.86 -04 44 08.6	| EL, AZ: 24.5  80.6 	| Mag: 12.8 	| moon_dis: 150.3
317 Roxane (A891 RD)               	| RA, DEC 00 01 49.31 +00 03 51.9	| EL, AZ: 24.2  74.5 	| Mag: 13.4 	| moon_dis: 151.5
217 Eudora (A880 QA)               	| RA, DEC 00 04 07.24 +02 56 22.8	| EL, AZ: 22.1  72.3 	| Mag: 13.4 	| moon_dis: 149.7
776 Berbericia (A914 BE)           	| RA, DEC 15 10 55.12 -11 52 19.7	| EL, AZ: 22.1  268.7	| Mag: 13.1 	| moon_dis: 76.8 
92 Undina (A867 NA)                	| RA, DEC 15 13 24.30 -10 38 52.2	| EL, AZ: 22.1  270.2	| Mag: 12.2 	| moon_dis: 77.1 
269 Justitia (A887 SA)             	| RA, DEC 15 14 44.26 -09 55 13.3	| EL, AZ: 22.0  271.1	| Mag: 13.2 	| moon_dis: 77.2 
660 Crescentia (A908 AN)           	| RA, DEC 15 39 14.82 +02 09 59.5	| EL, AZ: 21.0  285.6	| Mag: 13.1 	| moon_dis: 80.7 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-17 03:00 -- UTC: 2026-07-17 06:00
769 Tatjana (A913 TD)              	| RA, DEC 20 58 05.74 -29 34 13.8	| EL, AZ: 89.1  33.4 	| Mag: 12.8 	| moon_dis: 153.2
324 Bamberga (A892 DA)             	| RA, DEC 20 50 16.08 -27 29 29.0	| EL, AZ: 86.9  336.7	| Mag: 9.8  	| moon_dis: 153.2
325 Heidelberga (A892 EA)          	| RA, DEC 20 59 53.74 -25 02 54.6	| EL, AZ: 84.6  10.0 	| Mag: 13.9 	| moon_dis: 156.3
388 Charybdis (A894 ED)            	| RA, DEC 21 00 24.03 -24 54 19.8	| EL, AZ: 84.5  10.9 	| Mag: 12.9 	| moon_dis: 156.5
267 Tirza (A887 KB)                	| RA, DEC 20 24 20.56 -26 39 39.3	| EL, AZ: 82.2  296.0	| Mag: 13.6 	| moon_dis: 148.6
1631 Kopff (1936 UC)               	| RA, DEC 21 40 57.38 -30 24 47.0	| EL, AZ: 80.3  93.2 	| Mag: 14.0 	| moon_dis: 158.2
139 Juewa (A874 TA)                	| RA, DEC 20 13 34.57 -35 05 45.6	| EL, AZ: 79.9  238.9	| Mag: 12.4 	| moon_dis: 142.4
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 08.15 -34 40 17.6	| EL, AZ: 79.7  117.6	| Mag: 13.8 	| moon_dis: 154.2
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 13.88 -18 22 49.0	| EL, AZ: 77.7  13.9 	| Mag: 13.2 	| moon_dis: 161.3
949 Hel (A921 EM)                  	| RA, DEC 19 58 40.10 -27 55 17.8	| EL, AZ: 77.3  277.3	| Mag: 13.6 	| moon_dis: 142.9
66 Maja (A861 GA)                  	| RA, DEC 19 59 30.41 -25 15 08.7	| EL, AZ: 76.6  288.7	| Mag: 13.3 	| moon_dis: 143.9
1105 Fragaria (1929 AB)            	| RA, DEC 20 11 46.04 -20 27 37.1	| EL, AZ: 76.0  312.2	| Mag: 13.9 	| moon_dis: 148.0
1819 Laputa (1948 PC)              	| RA, DEC 20 19 46.41 -17 31 17.0	| EL, AZ: 74.8  325.3	| Mag: 13.4 	| moon_dis: 150.4
2379 Heiskanen (1941 ST)           	| RA, DEC 20 03 00.91 -19 57 42.7	| EL, AZ: 74.2  307.9	| Mag: 13.9 	| moon_dis: 146.1
479 Caprera (A901 VK)              	| RA, DEC 20 28 57.59 -15 29 55.9	| EL, AZ: 73.9  335.9	| Mag: 13.6 	| moon_dis: 152.9
349 Dembowska (A892 XB)            	| RA, DEC 22 04 46.58 -24 40 35.9	| EL, AZ: 73.7  73.7 	| Mag: 10.1 	| moon_dis: 165.4
455 Bruchsalia (A900 KC)           	| RA, DEC 19 41 52.81 -35 36 26.9	| EL, AZ: 73.7  246.2	| Mag: 11.2 	| moon_dis: 136.5
1245 Calvinia (1932 KF)            	| RA, DEC 20 08 03.13 -17 36 04.2	| EL, AZ: 73.3  316.7	| Mag: 13.7 	| moon_dis: 147.6
1304 Arosa (1928 KC)               	| RA, DEC 19 30 35.18 -34 16 13.7	| EL, AZ: 71.6  252.0	| Mag: 13.4 	| moon_dis: 135.0
287 Nephthys (A889 QA)             	| RA, DEC 20 53 07.91 -11 55 40.3	| EL, AZ: 71.6  357.8	| Mag: 11.3 	| moon_dis: 159.0
182 Elsa (A878 CC)                 	| RA, DEC 19 39 51.61 -21 49 50.9	| EL, AZ: 71.0  292.0	| Mag: 12.3 	| moon_dis: 140.4
125 Liberatrix (A872 RA)           	| RA, DEC 20 07 39.47 -14 03 48.5	| EL, AZ: 70.3  323.0	| Mag: 12.2 	| moon_dis: 147.9
558 Carmen (A905 CK)               	| RA, DEC 21 33 37.77 -12 03 41.9	| EL, AZ: 69.7  27.5 	| Mag: 13.6 	| moon_dis: 168.9
1058 Grubba (1925 MA)              	| RA, DEC 20 35 34.64 -10 11 03.2	| EL, AZ: 69.3  345.7	| Mag: 13.3 	| moon_dis: 154.7
38 Leda (A856 AA)                  	| RA, DEC 21 34 59.83 -11 06 51.7	| EL, AZ: 68.7  27.3 	| Mag: 13.3 	| moon_dis: 169.3
468 Lina (A901 BC)                 	| RA, DEC 19 24 01.26 -22 43 52.6	| EL, AZ: 68.2  284.8	| Mag: 13.4 	| moon_dis: 136.6
306 Unitas (A891 EA)               	| RA, DEC 21 38 53.65 -10 49 33.8	| EL, AZ: 68.1  29.3 	| Mag: 11.2 	| moon_dis: 170.3
264 Libussa (A886 YA)              	| RA, DEC 22 35 28.10 -25 44 35.0	| EL, AZ: 67.6  84.2 	| Mag: 12.5 	| moon_dis: 164.2
847 Agnia (A915 RP)                	| RA, DEC 19 25 01.56 -20 37 13.5	| EL, AZ: 67.4  290.0	| Mag: 13.8 	| moon_dis: 137.2
451 Patientia (A899 XA)            	| RA, DEC 19 10 38.15 -29 56 23.3	| EL, AZ: 67.3  264.2	| Mag: 11.3 	| moon_dis: 132.2
872 Holda (A917 KH)                	| RA, DEC 20 36 01.80 -07 15 23.9	| EL, AZ: 66.5  347.6	| Mag: 14.0 	| moon_dis: 154.5
347 Pariana (A892 WD)              	| RA, DEC 22 36 55.39 -23 19 35.4	| EL, AZ: 66.4  78.7 	| Mag: 13.7 	| moon_dis: 166.4
2013 Tucapel (1971 UH4)            	| RA, DEC 19 08 53.69 -26 26 01.7	| EL, AZ: 66.2  272.7	| Mag: 13.4 	| moon_dis: 132.6
503 Evelyn (A903 BL)               	| RA, DEC 19 05 49.52 -27 12 24.9	| EL, AZ: 65.8  270.4	| Mag: 13.8 	| moon_dis: 131.8
354 Eleonora (A893 BC)             	| RA, DEC 21 59 17.17 -11 00 23.0	| EL, AZ: 65.7  40.6 	| Mag: 10.9 	| moon_dis: 175.3
490 Veritas (A902 RE)              	| RA, DEC 21 06 30.44 -05 55 54.9	| EL, AZ: 65.5  6.3  	| Mag: 13.3 	| moon_dis: 161.7
128 Nemesis (A872 WA)              	| RA, DEC 19 01 51.52 -27 54 23.1	| EL, AZ: 65.1  268.3	| Mag: 11.4 	| moon_dis: 130.8
389 Industria (A894 EE)            	| RA, DEC 21 38 19.19 -07 14 16.6	| EL, AZ: 64.8  25.4 	| Mag: 12.1 	| moon_dis: 169.6
8 Flora (A847 UA)                  	| RA, DEC 19 06 31.21 -22 17 21.2	| EL, AZ: 64.3  281.6	| Mag: 9.1  	| moon_dis: 132.7
60 Echo (A860 RB)                  	| RA, DEC 19 16 18.97 -16 41 55.7	| EL, AZ: 63.5  295.3	| Mag: 12.4 	| moon_dis: 135.4
407 Arachne (A895 TB)              	| RA, DEC 18 53 56.97 -24 28 29.1	| EL, AZ: 62.4  274.7	| Mag: 12.6 	| moon_dis: 129.6
3 Juno (A804 RA)                   	| RA, DEC 20 17 06.44 -04 13 39.3	| EL, AZ: 62.3  338.7	| Mag: 9.2  	| moon_dis: 149.3
313 Chaldaea (A891 QB)             	| RA, DEC 20 10 03.72 -04 34 57.6	| EL, AZ: 62.1  334.9	| Mag: 13.2 	| moon_dis: 147.7
100 Hekate (A868 NA)               	| RA, DEC 22 29 00.73 -11 48 14.6	| EL, AZ: 61.5  54.3 	| Mag: 11.8 	| moon_dis: 177.1
736 Harvard (A912 WC)              	| RA, DEC 22 24 20.46 -09 38 02.4	| EL, AZ: 60.8  49.4 	| Mag: 13.7 	| moon_dis: 178.3
37 Fides (A855 TB)                 	| RA, DEC 18 41 35.93 -27 39 44.5	| EL, AZ: 60.7  266.6	| Mag: 11.5 	| moon_dis: 126.4
488 Kreusa (A902 MC)               	| RA, DEC 18 40 22.27 -28 52 24.8	| EL, AZ: 60.6  264.1	| Mag: 12.8 	| moon_dis: 126.0
345 Tercidina (A892 WB)            	| RA, DEC 20 00 36.00 -03 43 31.7	| EL, AZ: 60.4  331.1	| Mag: 12.4 	| moon_dis: 145.2
365 Corduba (A893 FF)              	| RA, DEC 20 21 12.41 -01 24 02.5	| EL, AZ: 59.9  342.4	| Mag: 13.3 	| moon_dis: 149.5
850 Altona (A916 FG)               	| RA, DEC 18 52 43.99 -16 46 04.7	| EL, AZ: 58.9  288.7	| Mag: 13.3 	| moon_dis: 129.8
785 Zwetana (A914 FD)              	| RA, DEC 18 27 37.15 -34 56 43.7	| EL, AZ: 58.7  251.5	| Mag: 12.6 	| moon_dis: 122.3
260 Huberta (A886 TA)              	| RA, DEC 18 53 35.98 -14 55 13.1	| EL, AZ: 58.0  291.9	| Mag: 13.9 	| moon_dis: 130.0
478 Tergeste (A901 SC)             	| RA, DEC 21 01 50.89 +01 59 33.4	| EL, AZ: 57.6  2.7  	| Mag: 13.0 	| moon_dis: 157.3
211 Isolda (A879 XA)               	| RA, DEC 18 36 55.24 -21 18 19.3	| EL, AZ: 57.6  277.7	| Mag: 13.0 	| moon_dis: 125.9
840 Zenobia (A916 SN)              	| RA, DEC 18 36 24.14 -20 01 19.2	| EL, AZ: 57.0  279.8	| Mag: 14.0 	| moon_dis: 125.8
1021 Flammario (A924 EW)           	| RA, DEC 23 10 22.44 -17 43 09.3	| EL, AZ: 56.9  75.2 	| Mag: 12.9 	| moon_dis: 165.5
582 Olympia (A906 BM)              	| RA, DEC 21 20 00.67 +02 26 18.9	| EL, AZ: 56.7  11.0 	| Mag: 13.9 	| moon_dis: 160.6
9 Metis (A848 HA)                  	| RA, DEC 23 05 43.92 -14 29 30.9	| EL, AZ: 56.2  69.2 	| Mag: 10.2 	| moon_dis: 167.8
976 Benjamina (A922 FD)            	| RA, DEC 18 42 06.33 -15 27 15.9	| EL, AZ: 56.0  288.3	| Mag: 13.9 	| moon_dis: 127.2
476 Hedwig (A901 QB)               	| RA, DEC 22 11 53.84 -01 20 04.8	| EL, AZ: 55.8  35.4 	| Mag: 12.6 	| moon_dis: 170.7
18 Melpomene (A852 MA)             	| RA, DEC 18 55 40.16 -10 18 41.5	| EL, AZ: 55.7  299.1	| Mag: 8.9  	| moon_dis: 130.2
409 Aspasia (A895 XC)              	| RA, DEC 19 02 05.86 -08 28 45.0	| EL, AZ: 55.6  303.4	| Mag: 10.8 	| moon_dis: 131.6
78 Diana (A863 EA)                 	| RA, DEC 22 52 27.40 -08 28 54.2	| EL, AZ: 55.1  57.2 	| Mag: 13.6 	| moon_dis: 171.4
397 Vienna (A894 YA)               	| RA, DEC 20 46 41.42 +05 07 30.0	| EL, AZ: 54.5  356.0	| Mag: 12.4 	| moon_dis: 152.4
456 Abnoba (A900 LA)               	| RA, DEC 20 41 15.20 +05 18 37.8	| EL, AZ: 54.2  353.7	| Mag: 12.9 	| moon_dis: 151.1
5 Astraea (A845 XA)                	| RA, DEC 22 56 55.88 -07 38 00.1	| EL, AZ: 53.7  57.4 	| Mag: 12.0 	| moon_dis: 170.1
1458 Mineura (1937 RC)             	| RA, DEC 19 31 40.01 +00 03 24.2	| EL, AZ: 53.6  322.7	| Mag: 14.0 	| moon_dis: 137.3
117 Lomia (A871 RB)                	| RA, DEC 23 15 50.65 -11 53 54.4	| EL, AZ: 52.7  67.9 	| Mag: 13.1 	| moon_dis: 165.8
378 Holmia (A893 XA)               	| RA, DEC 18 25 18.12 -15 02 29.2	| EL, AZ: 52.3  285.3	| Mag: 13.9 	| moon_dis: 123.1
163 Erigone (A876 HC)              	| RA, DEC 18 20 31.57 -17 05 17.2	| EL, AZ: 52.3  281.4	| Mag: 14.0 	| moon_dis: 122.1
485 Genua (A902 JC)                	| RA, DEC 19 02 13.91 -02 44 51.5	| EL, AZ: 51.5  310.2	| Mag: 13.1 	| moon_dis: 130.7
164 Eva (A876 NA)                  	| RA, DEC 00 01 46.32 -41 58 03.5	| EL, AZ: 51.2  120.4	| Mag: 11.6 	| moon_dis: 141.2
800 Kressmannia (A915 FG)          	| RA, DEC 17 55 20.04 -29 41 06.9	| EL, AZ: 51.2  259.0	| Mag: 12.9 	| moon_dis: 116.1
31 Euphrosyne (A854 RA)            	| RA, DEC 18 00 21.90 -55 17 18.6	| EL, AZ: 50.3  218.0	| Mag: 12.7 	| moon_dis: 113.0
160 Una (A876 DA)                  	| RA, DEC 17 51 08.59 -29 07 32.5	| EL, AZ: 50.2  259.6	| Mag: 13.4 	| moon_dis: 115.2
372 Palma (A893 QB)                	| RA, DEC 17 45 57.68 -48 29 13.9	| EL, AZ: 49.9  229.2	| Mag: 13.4 	| moon_dis: 112.3
57 Mnemosyne (A859 SA)             	| RA, DEC 18 45 35.87 -01 22 21.6	| EL, AZ: 47.7  306.9	| Mag: 11.9 	| moon_dis: 126.4
540 Rosamunde (A904 PE)            	| RA, DEC 17 53 49.86 -13 54 28.2	| EL, AZ: 45.1  281.0	| Mag: 13.7 	| moon_dis: 115.5
663 Gerlinde (A908 MB)             	| RA, DEC 18 22 18.37 -03 01 15.1	| EL, AZ: 44.6  299.3	| Mag: 13.8 	| moon_dis: 121.0
480 Hansa (A901 KB)                	| RA, DEC 18 45 58.53 +02 51 32.1	| EL, AZ: 44.6  311.1	| Mag: 12.3 	| moon_dis: 125.5
530 Turandot (A904 GB)             	| RA, DEC 23 42 23.73 -07 05 25.0	| EL, AZ: 44.6  67.8 	| Mag: 13.7 	| moon_dis: 159.0
23 Thalia (A852 XA)                	| RA, DEC 00 01 11.42 -13 41 09.7	| EL, AZ: 44.3  79.0 	| Mag: 12.5 	| moon_dis: 154.7
849 Ara (A915 UB)                  	| RA, DEC 18 52 06.73 +05 14 17.5	| EL, AZ: 43.7  314.8	| Mag: 11.8 	| moon_dis: 126.3
199 Byblis (A879 NA)               	| RA, DEC 17 24 51.68 -25 40 32.8	| EL, AZ: 43.6  262.1	| Mag: 12.4 	| moon_dis: 109.4
259 Aletheia (A886 MA)             	| RA, DEC 00 04 25.48 -13 34 52.2	| EL, AZ: 43.5  79.4 	| Mag: 13.1 	| moon_dis: 153.9
231 Vindobona (A882 RB)            	| RA, DEC 17 12 47.79 -30 50 38.1	| EL, AZ: 42.5  254.3	| Mag: 13.4 	| moon_dis: 106.9
205 Martha (A879 TB)               	| RA, DEC 17 54 30.59 -08 39 33.5	| EL, AZ: 42.5  287.3	| Mag: 13.6 	| moon_dis: 115.0
1609 Brenda (1951 NL)              	| RA, DEC 00 22 53.64 -19 30 25.5	| EL, AZ: 42.2  89.4 	| Mag: 13.8 	| moon_dis: 148.7
814 Tauris (A916 AE)               	| RA, DEC 17 19 19.31 -24 09 00.9	| EL, AZ: 41.9  263.5	| Mag: 13.8 	| moon_dis: 108.1
797 Montana (A914 WG)              	| RA, DEC 17 25 52.04 -18 49 47.4	| EL, AZ: 41.3  270.8	| Mag: 13.9 	| moon_dis: 109.2
113 Amalthea (A871 EA)             	| RA, DEC 23 52 56.31 -04 42 10.0	| EL, AZ: 41.1  67.3 	| Mag: 12.7 	| moon_dis: 155.9
118 Peitho (A872 EA)               	| RA, DEC 00 08 13.04 -09 49 43.2	| EL, AZ: 40.8  75.7 	| Mag: 13.3 	| moon_dis: 153.0
210 Isabella (A879 VA)             	| RA, DEC 17 01 20.26 -29 02 06.8	| EL, AZ: 39.7  255.7	| Mag: 14.0 	| moon_dis: 104.4
14 Irene (A851 KA)                 	| RA, DEC 17 07 41.78 -24 23 34.8	| EL, AZ: 39.5  262.0	| Mag: 10.3 	| moon_dis: 105.4
236 Honoria (A884 HA)              	| RA, DEC 23 33 09.23 +03 35 24.0	| EL, AZ: 39.4  54.8 	| Mag: 12.5 	| moon_dis: 156.7
527 Euryanthe (A904 FC)            	| RA, DEC 17 21 30.05 -16 14 08.4	| EL, AZ: 39.3  273.3	| Mag: 14.0 	| moon_dis: 107.9
690 Wratislavia (A909 UE)          	| RA, DEC 23 03 54.55 +10 11 16.0	| EL, AZ: 39.1  42.2 	| Mag: 12.8 	| moon_dis: 156.5
216 Kleopatra (A880 GB)            	| RA, DEC 17 42 17.87 -06 55 24.9	| EL, AZ: 39.1  287.0	| Mag: 11.5 	| moon_dis: 111.8
225 Henrietta (A882 HA)            	| RA, DEC 22 27 57.90 +15 34 50.9	| EL, AZ: 39.0  28.9 	| Mag: 13.1 	| moon_dis: 153.9
198 Ampella (A879 LA)              	| RA, DEC 23 12 35.01 +08 41 21.8	| EL, AZ: 39.0  45.5 	| Mag: 11.7 	| moon_dis: 156.6
51 Nemausa (A858 BA)               	| RA, DEC 17 38 33.25 -07 18 12.8	| EL, AZ: 38.5  286.0	| Mag: 11.2 	| moon_dis: 110.9
921 Jovita (A919 RD)               	| RA, DEC 17 58 48.92 +01 21 11.9	| EL, AZ: 37.3  298.6	| Mag: 13.9 	| moon_dis: 114.4
106 Dione (A868 TA)                	| RA, DEC 00 12 52.84 -04 44 06.5	| EL, AZ: 37.1  71.1 	| Mag: 12.8 	| moon_dis: 151.1
338 Budrosa (A892 SF)              	| RA, DEC 23 44 13.45 +04 52 25.2	| EL, AZ: 36.5  56.1 	| Mag: 13.7 	| moon_dis: 153.7
317 Roxane (A891 RD)               	| RA, DEC 00 01 50.89 +00 03 59.6	| EL, AZ: 36.4  64.2 	| Mag: 13.4 	| moon_dis: 152.2
469 Argentina (A901 DC)            	| RA, DEC 16 25 47.44 -36 30 50.0	| EL, AZ: 34.5  244.1	| Mag: 13.5 	| moon_dis: 97.7 
217 Eudora (A880 QA)               	| RA, DEC 00 04 09.54 +02 56 23.2	| EL, AZ: 34.1  62.0 	| Mag: 13.4 	| moon_dis: 150.5
804 Hispania (A915 FK)             	| RA, DEC 16 14 43.13 -43 35 34.7	| EL, AZ: 34.0  235.2	| Mag: 12.2 	| moon_dis: 96.5 
192 Nausikaa (A879 DA)             	| RA, DEC 00 21 08.39 +00 42 52.6	| EL, AZ: 32.2  67.2 	| Mag: 10.8 	| moon_dis: 147.5
108 Hecuba (A869 GB)               	| RA, DEC 16 25 59.94 -27 24 37.9	| EL, AZ: 31.8  254.5	| Mag: 13.0 	| moon_dis: 96.5 
175 Andromache (A877 TA)           	| RA, DEC 16 27 23.71 -25 45 34.8	| EL, AZ: 31.5  256.5	| Mag: 13.3 	| moon_dis: 96.5 
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 12.80 -35 22 10.1	| EL, AZ: 31.3  244.5	| Mag: 13.2 	| moon_dis: 94.6 
121 Hermione (A872 JA)             	| RA, DEC 16 26 46.01 -23 01 04.7	| EL, AZ: 30.3  259.4	| Mag: 13.0 	| moon_dis: 96.0 
127 Johanna (A872 VB)              	| RA, DEC 16 13 33.67 -30 09 02.0	| EL, AZ: 30.1  250.4	| Mag: 13.2 	| moon_dis: 94.2 
780 Armenia (A914 BJ)              	| RA, DEC 17 10 38.98 -00 46 29.8	| EL, AZ: 29.1  287.8	| Mag: 13.9 	| moon_dis: 103.0
159 Aemilia (A876 BA)              	| RA, DEC 16 35 19.21 -15 37 48.9	| EL, AZ: 29.1  268.1	| Mag: 13.7 	| moon_dis: 96.8 
412 Elisabetha (A896 AB)           	| RA, DEC 16 33 35.41 -14 28 18.7	| EL, AZ: 28.2  269.0	| Mag: 13.5 	| moon_dis: 96.2 
481 Emita (A902 CB)                	| RA, DEC 16 12 08.04 -24 08 49.2	| EL, AZ: 27.7  256.7	| Mag: 13.9 	| moon_dis: 92.8 
123 Brunhild (A872 OB)             	| RA, DEC 16 04 55.16 -27 18 54.2	| EL, AZ: 27.4  252.7	| Mag: 13.9 	| moon_dis: 91.8 
119 Althaea (A872 GA)              	| RA, DEC 16 27 24.03 -14 25 55.7	| EL, AZ: 26.8  268.3	| Mag: 12.6 	| moon_dis: 94.7 
24 Themis (A853 GA)                	| RA, DEC 16 02 41.82 -21 20 23.9	| EL, AZ: 24.5  258.6	| Mag: 12.5 	| moon_dis: 90.2 
48 Doris (A857 SA)                 	| RA, DEC 16 18 54.81 -13 05 04.4	| EL, AZ: 24.4  268.6	| Mag: 12.5 	| moon_dis: 92.5 
674 Rachele (A908 UK)              	| RA, DEC 15 52 15.51 -25 23 41.1	| EL, AZ: 24.0  253.4	| Mag: 13.0 	| moon_dis: 88.7 
695 Bella (A909 VD)                	| RA, DEC 00 02 16.22 +18 22 42.2	| EL, AZ: 23.8  48.8 	| Mag: 13.2 	| moon_dis: 141.4
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 46.30 -28 08 09.0	| EL, AZ: 23.4  249.8	| Mag: 10.5 	| moon_dis: 87.4 
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.36 -20 36 19.0	| EL, AZ: 23.1  258.7	| Mag: 11.1 	| moon_dis: 88.8 
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 57.71 -34 00 12.9	| EL, AZ: 22.7  242.6	| Mag: 13.8 	| moon_dis: 85.8 
258 Tyche (A886 JA)                	| RA, DEC 16 30 21.62 -04 21 52.5	| EL, AZ: 22.6  278.4	| Mag: 12.4 	| moon_dis: 93.7 
71 Niobe (A861 PA)                 	| RA, DEC 00 10 23.78 +18 23 36.5	| EL, AZ: 22.4  50.3 	| Mag: 12.4 	| moon_dis: 140.1
165 Loreley (A876 PA)              	| RA, DEC 00 28 46.97 +13 56 22.6	| EL, AZ: 22.3  57.1 	| Mag: 13.3 	| moon_dis: 139.5
556 Phyllis (A905 AD)              	| RA, DEC 15 44 11.24 -23 18 53.1	| EL, AZ: 21.5  254.7	| Mag: 14.0 	| moon_dis: 86.4 
28 Bellona (A854 EA)               	| RA, DEC 16 10 45.87 -09 27 55.5	| EL, AZ: 20.9  271.0	| Mag: 12.2 	| moon_dis: 89.9 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-17 04:00 -- UTC: 2026-07-17 07:00
1631 Kopff (1936 UC)               	| RA, DEC 21 40 56.23 -30 24 58.3	| EL, AZ: 86.8  268.1	| Mag: 14.0 	| moon_dis: 157.7
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 06.72 -34 40 38.0	| EL, AZ: 84.5  216.7	| Mag: 13.8 	| moon_dis: 153.8
349 Dembowska (A892 XB)            	| RA, DEC 22 04 45.39 -24 40 47.5	| EL, AZ: 84.0  19.3 	| Mag: 10.1 	| moon_dis: 165.0
264 Libussa (A886 YA)              	| RA, DEC 22 35 27.46 -25 44 50.2	| EL, AZ: 80.1  64.4 	| Mag: 12.5 	| moon_dis: 164.1
347 Pariana (A892 WD)              	| RA, DEC 22 36 54.46 -23 19 53.9	| EL, AZ: 78.5  54.7 	| Mag: 13.7 	| moon_dis: 166.3
769 Tatjana (A913 TD)              	| RA, DEC 20 58 03.90 -29 34 25.0	| EL, AZ: 77.4  269.9	| Mag: 12.8 	| moon_dis: 152.5
388 Charybdis (A894 ED)            	| RA, DEC 21 00 22.09 -24 54 26.2	| EL, AZ: 76.5  290.5	| Mag: 12.9 	| moon_dis: 155.8
325 Heidelberga (A892 EA)          	| RA, DEC 20 59 51.86 -25 03 00.2	| EL, AZ: 76.5  289.7	| Mag: 13.9 	| moon_dis: 155.6
324 Bamberga (A892 DA)             	| RA, DEC 20 50 13.68 -27 29 26.7	| EL, AZ: 75.3  277.1	| Mag: 9.8  	| moon_dis: 152.4
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 12.21 -18 23 00.0	| EL, AZ: 73.8  315.0	| Mag: 13.2 	| moon_dis: 160.5
558 Carmen (A905 CK)               	| RA, DEC 21 33 36.40 -12 03 53.8	| EL, AZ: 71.0  342.9	| Mag: 13.6 	| moon_dis: 168.1
354 Eleonora (A893 BC)             	| RA, DEC 21 59 16.04 -11 00 40.5	| EL, AZ: 70.6  2.3  	| Mag: 10.9 	| moon_dis: 174.5
38 Leda (A856 AA)                  	| RA, DEC 21 34 58.20 -11 06 53.9	| EL, AZ: 70.1  344.6	| Mag: 13.3 	| moon_dis: 168.6
306 Unitas (A891 EA)               	| RA, DEC 21 38 52.69 -10 49 50.3	| EL, AZ: 70.1  347.5	| Mag: 11.2 	| moon_dis: 169.5
100 Hekate (A868 NA)               	| RA, DEC 22 29 00.33 -11 48 25.4	| EL, AZ: 69.9  24.1 	| Mag: 11.8 	| moon_dis: 177.5
267 Tirza (A887 KB)                	| RA, DEC 20 24 18.38 -26 39 52.2	| EL, AZ: 69.6  274.7	| Mag: 13.6 	| moon_dis: 147.9
1021 Flammario (A924 EW)           	| RA, DEC 23 10 23.18 -17 43 32.6	| EL, AZ: 68.9  57.4 	| Mag: 12.9 	| moon_dis: 165.9
736 Harvard (A912 WC)              	| RA, DEC 22 24 20.62 -09 38 11.1	| EL, AZ: 68.2  19.1 	| Mag: 13.7 	| moon_dis: 179.1
139 Juewa (A874 TA)                	| RA, DEC 20 13 31.96 -35 05 50.1	| EL, AZ: 68.0  250.7	| Mag: 12.4 	| moon_dis: 141.7
9 Metis (A848 HA)                  	| RA, DEC 23 05 43.86 -14 29 40.3	| EL, AZ: 67.4  49.0 	| Mag: 10.2 	| moon_dis: 168.3
287 Nephthys (A889 QA)             	| RA, DEC 20 53 05.97 -11 55 59.0	| EL, AZ: 66.5  318.2	| Mag: 11.3 	| moon_dis: 158.3
389 Industria (A894 EE)            	| RA, DEC 21 38 17.52 -07 14 15.1	| EL, AZ: 66.5  348.8	| Mag: 12.1 	| moon_dis: 169.0
479 Caprera (A901 VK)              	| RA, DEC 20 28 55.55 -15 30 09.7	| EL, AZ: 65.1  301.7	| Mag: 13.6 	| moon_dis: 152.1
1819 Laputa (1948 PC)              	| RA, DEC 20 19 44.56 -17 31 53.6	| EL, AZ: 64.6  294.8	| Mag: 13.4 	| moon_dis: 149.6
