Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 3.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
388 Charybdis (A894 ED)            	| RA, DEC 21 01 10.19 -24 51 44.9	| EL, AZ: 84.1  21.2 	| Mag: 12.9 	| moon_dis: 169.7
267 Tirza (A887 KB)                	| RA, DEC 20 25 12.63 -26 34 25.6	| EL, AZ: 83.0  301.0	| Mag: 13.6 	| moon_dis: 162.6
139 Juewa (A874 TA)                	| RA, DEC 20 14 37.05 -35 03 52.7	| EL, AZ: 80.9  236.3	| Mag: 12.4 	| moon_dis: 155.4
1631 Kopff (1936 UC)               	| RA, DEC 21 41 23.65 -30 20 14.9	| EL, AZ: 79.3  93.0 	| Mag: 14.0 	| moon_dis: 165.6
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 41.67 -34 32 04.5	| EL, AZ: 78.9  115.2	| Mag: 13.8 	| moon_dis: 161.5
949 Hel (A921 EM)                  	| RA, DEC 19 59 40.08 -27 56 03.1	| EL, AZ: 78.4  278.6	| Mag: 13.6 	| moon_dis: 157.0
66 Maja (A861 GA)                  	| RA, DEC 20 00 29.23 -25 12 33.9	| EL, AZ: 77.6  291.1	| Mag: 13.3 	| moon_dis: 158.2
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 53.60 -18 18 27.9	| EL, AZ: 77.4  18.7 	| Mag: 13.2 	| moon_dis: 175.5
1105 Fragaria (1929 AB)            	| RA, DEC 20 12 33.37 -20 21 01.1	| EL, AZ: 76.7  316.1	| Mag: 13.9 	| moon_dis: 162.2
1819 Laputa (1948 PC)              	| RA, DEC 20 20 30.49 -17 16 40.8	| EL, AZ: 75.1  329.5	| Mag: 13.4 	| moon_dis: 164.4
2379 Heiskanen (1941 ST)           	| RA, DEC 20 03 47.28 -19 55 15.4	| EL, AZ: 75.0  311.0	| Mag: 13.9 	| moon_dis: 160.2
455 Bruchsalia (A900 KC)           	| RA, DEC 19 42 52.48 -35 26 47.4	| EL, AZ: 74.7  245.9	| Mag: 11.2 	| moon_dis: 150.2
479 Caprera (A901 VK)              	| RA, DEC 20 29 46.27 -15 24 25.8	| EL, AZ: 74.2  340.0	| Mag: 13.6 	| moon_dis: 166.5
1245 Calvinia (1932 KF)            	| RA, DEC 20 08 52.84 -17 32 45.7	| EL, AZ: 73.9  320.1	| Mag: 13.7 	| moon_dis: 161.6
349 Dembowska (A892 XB)            	| RA, DEC 22 05 14.38 -24 35 58.3	| EL, AZ: 72.8  74.9 	| Mag: 10.1 	| moon_dis: 167.6
1304 Arosa (1928 KC)               	| RA, DEC 19 31 30.23 -34 09 33.2	| EL, AZ: 72.6  251.9	| Mag: 13.4 	| moon_dis: 148.8
182 Elsa (A878 CC)                 	| RA, DEC 19 40 54.05 -21 46 35.5	| EL, AZ: 72.0  294.0	| Mag: 12.3 	| moon_dis: 154.7
287 Nephthys (A889 QA)             	| RA, DEC 20 53 53.84 -11 48 18.0	| EL, AZ: 71.5  1.5  	| Mag: 11.3 	| moon_dis: 171.0
125 Liberatrix (A872 RA)           	| RA, DEC 20 08 29.79 -14 00 09.9	| EL, AZ: 70.9  326.1	| Mag: 12.2 	| moon_dis: 161.2
1058 Grubba (1925 MA)              	| RA, DEC 20 36 19.09 -10 10 37.3	| EL, AZ: 69.5  348.9	| Mag: 13.3 	| moon_dis: 166.5
558 Carmen (A905 CK)               	| RA, DEC 21 34 10.10 -11 59 01.9	| EL, AZ: 69.2  30.3 	| Mag: 13.6 	| moon_dis: 175.2
468 Lina (A901 BC)                 	| RA, DEC 19 24 52.85 -22 42 09.8	| EL, AZ: 69.2  286.2	| Mag: 13.4 	| moon_dis: 150.9
847 Agnia (A915 RP)                	| RA, DEC 19 25 56.63 -20 36 04.9	| EL, AZ: 68.4  291.6	| Mag: 13.8 	| moon_dis: 151.3
451 Patientia (A899 XA)            	| RA, DEC 19 11 31.35 -29 51 44.2	| EL, AZ: 68.4  264.7	| Mag: 11.3 	| moon_dis: 146.5
38 Leda (A856 AA)                  	| RA, DEC 21 35 38.54 -11 06 00.9	| EL, AZ: 68.2  30.1 	| Mag: 13.3 	| moon_dis: 174.2
306 Unitas (A891 EA)               	| RA, DEC 21 39 15.62 -10 43 04.7	| EL, AZ: 67.5  31.7 	| Mag: 11.2 	| moon_dis: 173.5
2013 Tucapel (1971 UH4)            	| RA, DEC 19 09 51.87 -26 17 39.5	| EL, AZ: 67.3  273.8	| Mag: 13.4 	| moon_dis: 146.9
503 Evelyn (A903 BL)               	| RA, DEC 19 06 45.16 -27 10 21.1	| EL, AZ: 66.8  271.2	| Mag: 13.8 	| moon_dis: 146.1
264 Libussa (A886 YA)              	| RA, DEC 22 35 42.57 -25 38 33.2	| EL, AZ: 66.6  84.7 	| Mag: 12.5 	| moon_dis: 161.3
872 Holda (A917 KH)                	| RA, DEC 20 36 48.70 -07 12 39.7	| EL, AZ: 66.6  350.5	| Mag: 14.0 	| moon_dis: 164.9
128 Nemesis (A872 WA)              	| RA, DEC 19 02 48.54 -27 51 24.2	| EL, AZ: 66.1  269.0	| Mag: 11.4 	| moon_dis: 145.1
347 Pariana (A892 WD)              	| RA, DEC 22 37 16.74 -23 12 14.6	| EL, AZ: 65.5  79.3 	| Mag: 13.7 	| moon_dis: 161.9
8 Flora (A847 UA)                  	| RA, DEC 19 07 37.90 -22 12 21.0	| EL, AZ: 65.3  282.9	| Mag: 9.1  	| moon_dis: 146.9
490 Veritas (A902 RE)              	| RA, DEC 21 07 05.40 -05 53 04.7	| EL, AZ: 65.3  9.0  	| Mag: 13.3 	| moon_dis: 168.6
354 Eleonora (A893 BC)             	| RA, DEC 21 59 43.76 -10 53 28.8	| EL, AZ: 65.0  42.5 	| Mag: 10.9 	| moon_dis: 170.1
60 Echo (A860 RB)                  	| RA, DEC 19 17 18.38 -16 39 38.6	| EL, AZ: 64.5  296.9	| Mag: 12.4 	| moon_dis: 149.2
389 Industria (A894 EE)            	| RA, DEC 21 38 58.65 -07 14 54.8	| EL, AZ: 64.4  27.9 	| Mag: 12.1 	| moon_dis: 170.3
407 Arachne (A895 TB)              	| RA, DEC 18 54 55.41 -24 30 21.3	| EL, AZ: 63.5  275.4	| Mag: 12.6 	| moon_dis: 143.8
3 Juno (A804 RA)                   	| RA, DEC 20 17 55.95 -04 09 44.8	| EL, AZ: 62.6  341.2	| Mag: 9.2  	| moon_dis: 159.4
313 Chaldaea (A891 QB)             	| RA, DEC 20 10 58.40 -04 30 54.3	| EL, AZ: 62.4  337.4	| Mag: 13.2 	| moon_dis: 158.2
37 Fides (A855 TB)                 	| RA, DEC 18 42 32.60 -27 39 21.8	| EL, AZ: 61.7  267.2	| Mag: 11.5 	| moon_dis: 140.7
488 Kreusa (A902 MC)               	| RA, DEC 18 41 10.76 -28 49 51.2	| EL, AZ: 61.7  264.6	| Mag: 12.8 	| moon_dis: 140.2
345 Tercidina (A892 WB)            	| RA, DEC 20 01 33.30 -03 42 01.1	| EL, AZ: 60.8  333.4	| Mag: 12.4 	| moon_dis: 155.7
100 Hekate (A868 NA)               	| RA, DEC 22 29 09.76 -11 44 01.4	| EL, AZ: 60.8  55.6 	| Mag: 11.8 	| moon_dis: 164.0
365 Corduba (A893 FF)              	| RA, DEC 20 21 58.29 -01 21 18.3	| EL, AZ: 60.2  344.8	| Mag: 13.3 	| moon_dis: 158.3
736 Harvard (A912 WC)              	| RA, DEC 22 24 15.46 -09 34 42.5	| EL, AZ: 60.1  50.8 	| Mag: 13.7 	| moon_dis: 164.2
850 Altona (A916 FG)               	| RA, DEC 18 53 31.81 -16 38 20.9	| EL, AZ: 59.8  290.1	| Mag: 13.3 	| moon_dis: 143.6
785 Zwetana (A914 FD)              	| RA, DEC 18 28 33.46 -34 53 14.9	| EL, AZ: 59.7  251.7	| Mag: 12.6 	| moon_dis: 136.4
260 Huberta (A886 TA)              	| RA, DEC 18 54 19.00 -14 52 50.9	| EL, AZ: 58.9  293.1	| Mag: 13.9 	| moon_dis: 143.5
211 Isolda (A879 XA)               	| RA, DEC 18 37 42.22 -21 18 12.7	| EL, AZ: 58.6  278.6	| Mag: 13.0 	| moon_dis: 140.0
840 Zenobia (A916 SN)              	| RA, DEC 18 37 11.21 -20 03 43.6	| EL, AZ: 58.0  280.6	| Mag: 14.0 	| moon_dis: 139.9
478 Tergeste (A901 SC)             	| RA, DEC 21 02 30.28 +01 59 08.2	| EL, AZ: 57.6  4.9  	| Mag: 13.0 	| moon_dis: 160.8
976 Benjamina (A922 FD)            	| RA, DEC 18 42 51.09 -15 27 18.3	| EL, AZ: 57.0  289.3	| Mag: 13.9 	| moon_dis: 140.9
18 Melpomene (A852 MA)             	| RA, DEC 18 56 40.84 -10 12 16.6	| EL, AZ: 56.5  300.7	| Mag: 8.9  	| moon_dis: 143.3
409 Aspasia (A895 XC)              	| RA, DEC 19 03 00.19 -08 29 37.5	| EL, AZ: 56.5  304.9	| Mag: 10.8 	| moon_dis: 144.3
582 Olympia (A906 BM)              	| RA, DEC 21 20 38.95 +02 32 37.9	| EL, AZ: 56.4  13.0 	| Mag: 13.9 	| moon_dis: 161.1
1021 Flammario (A924 EW)           	| RA, DEC 23 10 03.89 -17 33 58.5	| EL, AZ: 56.1  75.7 	| Mag: 12.9 	| moon_dis: 155.1
9 Metis (A848 HA)                  	| RA, DEC 23 05 44.52 -14 25 51.7	| EL, AZ: 55.4  70.0 	| Mag: 10.2 	| moon_dis: 155.9
476 Hedwig (A901 QB)               	| RA, DEC 22 12 20.78 -01 24 22.7	| EL, AZ: 55.3  37.1 	| Mag: 12.6 	| moon_dis: 161.2
397 Vienna (A894 YA)               	| RA, DEC 20 47 23.14 +05 03 35.3	| EL, AZ: 54.6  358.0	| Mag: 12.4 	| moon_dis: 156.6
456 Abnoba (A900 LA)               	| RA, DEC 20 42 02.20 +05 17 32.7	| EL, AZ: 54.3  355.7	| Mag: 12.9 	| moon_dis: 155.8
78 Diana (A863 EA)                 	| RA, DEC 22 52 45.90 -08 28 46.1	| EL, AZ: 54.3  58.4 	| Mag: 13.6 	| moon_dis: 157.4
1458 Mineura (1937 RC)             	| RA, DEC 19 32 26.94 +00 08 35.6	| EL, AZ: 54.2  324.5	| Mag: 14.0 	| moon_dis: 147.5
163 Erigone (A876 HC)              	| RA, DEC 18 21 24.98 -17 03 09.8	| EL, AZ: 53.3  282.4	| Mag: 14.0 	| moon_dis: 135.9
378 Holmia (A893 XA)               	| RA, DEC 18 26 06.74 -15 02 26.5	| EL, AZ: 53.3  286.3	| Mag: 13.9 	| moon_dis: 136.8
5 Astraea (A845 XA)                	| RA, DEC 22 57 08.09 -07 35 09.5	| EL, AZ: 52.9  58.5 	| Mag: 12.0 	| moon_dis: 156.0
485 Genua (A902 JC)                	| RA, DEC 19 03 02.28 -02 42 15.3	| EL, AZ: 52.2  311.7	| Mag: 13.1 	| moon_dis: 142.3
800 Kressmannia (A915 FG)          	| RA, DEC 17 56 00.54 -29 45 53.3	| EL, AZ: 52.2  259.3	| Mag: 12.9 	| moon_dis: 130.4
117 Lomia (A871 RB)                	| RA, DEC 23 16 00.96 -11 54 52.0	| EL, AZ: 51.9  68.8 	| Mag: 13.1 	| moon_dis: 152.9
160 Una (A876 DA)                  	| RA, DEC 17 51 53.78 -29 08 40.8	| EL, AZ: 51.2  259.9	| Mag: 13.4 	| moon_dis: 129.5
31 Euphrosyne (A854 RA)            	| RA, DEC 18 01 26.22 -55 19 17.1	| EL, AZ: 51.0  217.6	| Mag: 12.7 	| moon_dis: 125.1
164 Eva (A876 NA)                  	| RA, DEC 00 00 08.49 -41 41 42.2	| EL, AZ: 50.8  120.0	| Mag: 11.6 	| moon_dis: 138.4
372 Palma (A893 QB)                	| RA, DEC 17 46 50.18 -48 34 37.5	| EL, AZ: 50.7  228.8	| Mag: 13.4 	| moon_dis: 125.3
57 Mnemosyne (A859 SA)             	| RA, DEC 18 46 18.89 -01 20 13.6	| EL, AZ: 48.5  308.2	| Mag: 11.9 	| moon_dis: 138.0
540 Rosamunde (A904 PE)            	| RA, DEC 17 54 33.00 -13 52 46.4	| EL, AZ: 46.1  281.8	| Mag: 13.7 	| moon_dis: 129.1
663 Gerlinde (A908 MB)             	| RA, DEC 18 23 00.76 -03 01 17.9	| EL, AZ: 45.5  300.4	| Mag: 13.8 	| moon_dis: 133.2
480 Hansa (A901 KB)                	| RA, DEC 18 46 51.01 +02 50 18.9	| EL, AZ: 45.4  312.3	| Mag: 12.3 	| moon_dis: 136.3
199 Byblis (A879 NA)               	| RA, DEC 17 25 24.07 -25 35 11.0	| EL, AZ: 44.6  262.6	| Mag: 12.4 	| moon_dis: 123.6
849 Ara (A915 UB)                  	| RA, DEC 18 52 51.62 +05 13 11.5	| EL, AZ: 44.5  316.1	| Mag: 11.8 	| moon_dis: 136.5
530 Turandot (A904 GB)             	| RA, DEC 23 41 59.47 -07 02 55.4	| EL, AZ: 43.9  68.4 	| Mag: 13.7 	| moon_dis: 145.4
205 Martha (A879 TB)               	| RA, DEC 17 55 10.08 -08 38 27.9	| EL, AZ: 43.5  288.2	| Mag: 13.6 	| moon_dis: 128.1
231 Vindobona (A882 RB)            	| RA, DEC 17 13 12.03 -30 53 39.5	| EL, AZ: 43.5  254.5	| Mag: 13.4 	| moon_dis: 121.1
23 Thalia (A852 XA)                	| RA, DEC 00 01 03.13 -13 38 01.5	| EL, AZ: 43.5  79.6 	| Mag: 12.5 	| moon_dis: 142.5
814 Tauris (A916 AE)               	| RA, DEC 17 20 01.79 -24 05 06.7	| EL, AZ: 42.9  264.0	| Mag: 13.8 	| moon_dis: 122.3
259 Aletheia (A886 MA)             	| RA, DEC 00 04 12.61 -13 31 20.3	| EL, AZ: 42.7  80.0 	| Mag: 13.1 	| moon_dis: 141.7
797 Montana (A914 WG)              	| RA, DEC 17 26 23.38 -18 50 43.0	| EL, AZ: 42.3  271.4	| Mag: 13.9 	| moon_dis: 123.2
1609 Brenda (1951 NL)              	| RA, DEC 00 21 37.52 -19 20 37.0	| EL, AZ: 41.6  89.5 	| Mag: 13.8 	| moon_dis: 138.2
210 Isabella (A879 VA)             	| RA, DEC 17 01 53.16 -29 03 28.8	| EL, AZ: 40.6  256.0	| Mag: 14.0 	| moon_dis: 118.6
14 Irene (A851 KA)                 	| RA, DEC 17 08 09.62 -24 20 53.3	| EL, AZ: 40.5  262.5	| Mag: 10.3 	| moon_dis: 119.6
113 Amalthea (A871 EA)             	| RA, DEC 23 52 40.19 -04 40 56.4	| EL, AZ: 40.3  68.0 	| Mag: 12.7 	| moon_dis: 142.1
527 Euryanthe (A904 FC)            	| RA, DEC 17 22 02.47 -16 08 59.4	| EL, AZ: 40.2  274.1	| Mag: 14.0 	| moon_dis: 121.7
118 Peitho (A872 EA)               	| RA, DEC 00 07 47.31 -09 49 28.2	| EL, AZ: 40.1  76.3 	| Mag: 13.3 	| moon_dis: 140.1
216 Kleopatra (A880 GB)            	| RA, DEC 17 42 58.92 -06 54 44.5	| EL, AZ: 40.0  287.9	| Mag: 11.5 	| moon_dis: 124.8
51 Nemausa (A858 BA)               	| RA, DEC 17 39 09.33 -07 13 37.5	| EL, AZ: 39.4  286.9	| Mag: 11.2 	| moon_dis: 124.0
236 Honoria (A884 HA)              	| RA, DEC 23 32 42.50 +03 33 11.0	| EL, AZ: 38.8  55.6 	| Mag: 12.5 	| moon_dis: 142.9
690 Wratislavia (A909 UE)          	| RA, DEC 23 03 52.00 +10 05 02.3	| EL, AZ: 38.6  43.2 	| Mag: 12.8 	| moon_dis: 144.1
198 Ampella (A879 LA)              	| RA, DEC 23 12 09.69 +08 29 16.1	| EL, AZ: 38.6  46.5 	| Mag: 11.7 	| moon_dis: 143.8
225 Henrietta (A882 HA)            	| RA, DEC 22 28 02.16 +15 33 20.4	| EL, AZ: 38.6  30.0 	| Mag: 13.1 	| moon_dis: 144.6
921 Jovita (A919 RD)               	| RA, DEC 17 59 21.61 +01 23 47.9	| EL, AZ: 38.1  299.6	| Mag: 13.9 	| moon_dis: 126.1
106 Dione (A868 TA)                	| RA, DEC 00 12 28.68 -04 45 00.0	| EL, AZ: 36.4  71.7 	| Mag: 12.8 	| moon_dis: 137.5
338 Budrosa (A892 SF)              	| RA, DEC 23 44 05.21 +04 48 24.5	| EL, AZ: 35.9  57.0 	| Mag: 13.7 	| moon_dis: 139.8
317 Roxane (A891 RD)               	| RA, DEC 00 01 12.21 +00 00 49.7	| EL, AZ: 35.8  64.9 	| Mag: 13.4 	| moon_dis: 138.4
469 Argentina (A901 DC)            	| RA, DEC 16 25 59.33 -36 36 20.1	| EL, AZ: 35.3  244.3	| Mag: 13.5 	| moon_dis: 111.6
804 Hispania (A915 FK)             	| RA, DEC 16 14 56.10 -43 42 50.4	| EL, AZ: 34.8  235.2	| Mag: 12.2 	| moon_dis: 110.0
217 Eudora (A880 QA)               	| RA, DEC 00 03 13.63 +02 56 06.2	| EL, AZ: 33.5  62.5 	| Mag: 13.4 	| moon_dis: 136.6
108 Hecuba (A869 GB)               	| RA, DEC 16 26 13.72 -27 26 37.9	| EL, AZ: 32.6  254.8	| Mag: 13.0 	| moon_dis: 110.6
175 Andromache (A877 TA)           	| RA, DEC 16 27 41.57 -25 46 47.3	| EL, AZ: 32.4  256.8	| Mag: 13.3 	| moon_dis: 110.7
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 16.01 -35 20 43.6	| EL, AZ: 32.1  244.8	| Mag: 13.2 	| moon_dis: 108.5
192 Nausikaa (A879 DA)             	| RA, DEC 00 20 06.29 +00 32 18.5	| EL, AZ: 31.7  67.9 	| Mag: 10.8 	| moon_dis: 133.8
121 Hermione (A872 JA)             	| RA, DEC 16 27 05.21 -23 00 35.6	| EL, AZ: 31.2  259.8	| Mag: 13.0 	| moon_dis: 110.1
127 Johanna (A872 VB)              	| RA, DEC 16 13 47.16 -30 10 37.5	| EL, AZ: 31.0  250.7	| Mag: 13.2 	| moon_dis: 108.3
159 Aemilia (A876 BA)              	| RA, DEC 16 35 38.45 -15 36 12.4	| EL, AZ: 30.0  268.6	| Mag: 13.7 	| moon_dis: 110.7
780 Armenia (A914 BJ)              	| RA, DEC 17 11 06.64 -00 39 47.0	| EL, AZ: 29.9  288.6	| Mag: 13.9 	| moon_dis: 115.4
412 Elisabetha (A896 AB)           	| RA, DEC 16 33 53.18 -14 22 26.2	| EL, AZ: 29.0  269.6	| Mag: 13.5 	| moon_dis: 110.0
481 Emita (A902 CB)                	| RA, DEC 16 12 26.67 -24 08 09.6	| EL, AZ: 28.6  257.1	| Mag: 13.9 	| moon_dis: 107.0
123 Brunhild (A872 OB)             	| RA, DEC 16 05 06.53 -27 22 17.2	| EL, AZ: 28.2  253.0	| Mag: 13.9 	| moon_dis: 106.0
119 Althaea (A872 GA)              	| RA, DEC 16 27 39.04 -14 25 19.1	| EL, AZ: 27.7  268.8	| Mag: 12.6 	| moon_dis: 108.5
24 Themis (A853 GA)                	| RA, DEC 16 02 49.22 -21 20 46.9	| EL, AZ: 25.4  259.0	| Mag: 12.5 	| moon_dis: 104.3
48 Doris (A857 SA)                 	| RA, DEC 16 19 08.36 -13 03 56.5	| EL, AZ: 25.3  269.1	| Mag: 12.5 	| moon_dis: 106.2
674 Rachele (A908 UK)              	| RA, DEC 15 52 28.12 -25 23 11.3	| EL, AZ: 24.9  253.8	| Mag: 13.0 	| moon_dis: 102.8
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 47.46 -28 10 35.0	| EL, AZ: 24.2  250.2	| Mag: 10.5 	| moon_dis: 101.5
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.13 -20 34 50.1	| EL, AZ: 23.9  259.1	| Mag: 11.1 	| moon_dis: 102.8
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 48.99 -34 07 29.8	| EL, AZ: 23.5  242.8	| Mag: 13.8 	| moon_dis: 99.7 
258 Tyche (A886 JA)                	| RA, DEC 16 30 39.56 -04 20 19.6	| EL, AZ: 23.5  279.0	| Mag: 12.4 	| moon_dis: 106.8
695 Bella (A909 VD)                	| RA, DEC 00 01 37.72 +18 08 43.6	| EL, AZ: 23.4  49.6 	| Mag: 13.2 	| moon_dis: 128.4
556 Phyllis (A905 AD)              	| RA, DEC 15 44 09.36 -23 21 23.8	| EL, AZ: 22.3  255.0	| Mag: 14.0 	| moon_dis: 100.5
71 Niobe (A861 PA)                 	| RA, DEC 00 10 19.15 +18 13 28.3	| EL, AZ: 21.9  51.1 	| Mag: 12.4 	| moon_dis: 126.8
28 Bellona (A854 EA)               	| RA, DEC 16 10 55.81 -09 24 04.3	| EL, AZ: 21.8  271.6	| Mag: 12.2 	| moon_dis: 103.4
165 Loreley (A876 PA)              	| RA, DEC 00 28 26.23 +13 49 09.1	| EL, AZ: 21.7  57.8 	| Mag: 13.3 	| moon_dis: 125.7
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-16 04:00 -- UTC: 2026-07-16 07:00
1631 Kopff (1936 UC)               	| RA, DEC 21 41 22.60 -30 20 26.3	| EL, AZ: 87.7  269.9	| Mag: 14.0 	| moon_dis: 165.5
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 40.30 -34 32 25.1	| EL, AZ: 85.2  209.0	| Mag: 13.8 	| moon_dis: 161.4
349 Dembowska (A892 XB)            	| RA, DEC 22 05 13.25 -24 36 09.8	| EL, AZ: 83.5  27.6 	| Mag: 10.1 	| moon_dis: 168.0
264 Libussa (A886 YA)              	| RA, DEC 22 35 42.00 -25 38 48.1	| EL, AZ: 79.3  66.5 	| Mag: 12.5 	| moon_dis: 161.8
769 Tatjana (A913 TD)              	| RA, DEC 20 58 47.60 -29 29 54.7	| EL, AZ: 78.4  270.9	| Mag: 12.8 	| moon_dis: 164.9
347 Pariana (A892 WD)              	| RA, DEC 22 37 15.88 -23 12 32.9	| EL, AZ: 77.6  57.2 	| Mag: 13.7 	| moon_dis: 162.5
388 Charybdis (A894 ED)            	| RA, DEC 21 01 08.29 -24 51 51.4	| EL, AZ: 77.5  292.8	| Mag: 12.9 	| moon_dis: 169.1
325 Heidelberga (A892 EA)          	| RA, DEC 21 00 36.63 -25 00 44.6	| EL, AZ: 77.4  292.0	| Mag: 13.9 	| moon_dis: 168.9
324 Bamberga (A892 DA)             	| RA, DEC 20 51 10.49 -27 30 19.2	| EL, AZ: 76.4  278.3	| Mag: 9.8  	| moon_dis: 165.6
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 51.96 -18 18 38.7	| EL, AZ: 74.5  318.3	| Mag: 13.2 	| moon_dis: 174.7
558 Carmen (A905 CK)               	| RA, DEC 21 34 08.77 -11 59 13.4	| EL, AZ: 71.2  346.2	| Mag: 13.6 	| moon_dis: 175.7
267 Tirza (A887 KB)                	| RA, DEC 20 25 10.47 -26 34 38.7	| EL, AZ: 70.6  275.8	| Mag: 13.6 	| moon_dis: 161.9
354 Eleonora (A893 BC)             	| RA, DEC 21 59 42.68 -10 53 45.9	| EL, AZ: 70.4  5.5  	| Mag: 10.9 	| moon_dis: 170.9
38 Leda (A856 AA)                  	| RA, DEC 21 35 36.95 -11 06 02.9	| EL, AZ: 70.4  347.8	| Mag: 13.3 	| moon_dis: 174.7
306 Unitas (A891 EA)               	| RA, DEC 21 39 14.74 -10 43 20.7	| EL, AZ: 70.1  350.6	| Mag: 11.2 	| moon_dis: 174.1
100 Hekate (A868 NA)               	| RA, DEC 22 29 09.41 -11 44 11.8	| EL, AZ: 69.5  26.7 	| Mag: 11.8 	| moon_dis: 164.8
139 Juewa (A874 TA)                	| RA, DEC 20 14 34.46 -35 03 57.6	| EL, AZ: 69.0  250.5	| Mag: 12.4 	| moon_dis: 154.8
1021 Flammario (A924 EW)           	| RA, DEC 23 10 04.70 -17 34 21.2	| EL, AZ: 68.1  58.6 	| Mag: 12.9 	| moon_dis: 155.8
736 Harvard (A912 WC)              	| RA, DEC 22 24 15.70 -09 34 50.6	| EL, AZ: 67.9  21.5 	| Mag: 13.7 	| moon_dis: 165.0
287 Nephthys (A889 QA)             	| RA, DEC 20 53 51.95 -11 48 36.2	| EL, AZ: 67.1  320.8	| Mag: 11.3 	| moon_dis: 170.4
9 Metis (A848 HA)                  	| RA, DEC 23 05 44.53 -14 26 00.7	| EL, AZ: 66.7  50.7 	| Mag: 10.2 	| moon_dis: 156.6
389 Industria (A894 EE)            	| RA, DEC 21 38 57.03 -07 14 53.0	| EL, AZ: 66.7  351.7	| Mag: 12.1 	| moon_dis: 170.8
479 Caprera (A901 VK)              	| RA, DEC 20 29 44.26 -15 24 39.5	| EL, AZ: 65.9  303.7	| Mag: 13.6 	| moon_dis: 165.7
1105 Fragaria (1929 AB)            	| RA, DEC 20 12 31.40 -20 21 17.6	| EL, AZ: 65.5  288.1	| Mag: 13.9 	| moon_dis: 161.4
949 Hel (A921 EM)                  	| RA, DEC 19 59 37.58 -27 56 01.3	| EL, AZ: 65.4  268.5	| Mag: 13.6 	| moon_dis: 156.2
1819 Laputa (1948 PC)              	| RA, DEC 20 20 28.66 -17 17 17.2	| EL, AZ: 65.4  296.8	| Mag: 13.4 	| moon_dis: 163.6
66 Maja (A861 GA)                  	| RA, DEC 20 00 26.79 -25 12 40.4	| EL, AZ: 64.9  274.9	| Mag: 13.3 	| moon_dis: 157.4
78 Diana (A863 EA)                 	| RA, DEC 22 52 45.16 -08 28 46.3	| EL, AZ: 63.9  36.0 	| Mag: 13.6 	| moon_dis: 158.2
2379 Heiskanen (1941 ST)           	| RA, DEC 20 03 45.35 -19 55 21.5	| EL, AZ: 63.5  286.7	| Mag: 13.9 	| moon_dis: 159.4
490 Veritas (A902 RE)              	| RA, DEC 21 07 03.96 -05 53 11.7	| EL, AZ: 63.3  334.3	| Mag: 13.3 	| moon_dis: 168.4
1245 Calvinia (1932 KF)            	| RA, DEC 20 08 50.78 -17 32 54.0	| EL, AZ: 63.3  292.6	| Mag: 13.7 	| moon_dis: 160.8
1058 Grubba (1925 MA)              	| RA, DEC 20 36 17.26 -10 10 38.1	| EL, AZ: 63.2  314.8	| Mag: 13.3 	| moon_dis: 165.9
117 Lomia (A871 RB)                	| RA, DEC 23 16 00.56 -11 54 49.5	| EL, AZ: 63.2  50.9 	| Mag: 13.1 	| moon_dis: 153.7
5 Astraea (A845 XA)                	| RA, DEC 22 57 07.60 -07 35 16.4	| EL, AZ: 62.6  37.0 	| Mag: 12.0 	| moon_dis: 156.8
455 Bruchsalia (A900 KC)           	| RA, DEC 19 42 50.00 -35 27 11.7	| EL, AZ: 62.5  250.6	| Mag: 11.2 	| moon_dis: 149.4
164 Eva (A876 NA)                  	| RA, DEC 00 00 12.60 -41 42 22.9	| EL, AZ: 61.9  122.6	| Mag: 11.6 	| moon_dis: 138.7
125 Liberatrix (A872 RA)           	| RA, DEC 20 08 27.71 -14 00 19.0	| EL, AZ: 61.1  298.7	| Mag: 12.2 	| moon_dis: 160.5
872 Holda (A917 KH)                	| RA, DEC 20 36 46.76 -07 12 46.4	| EL, AZ: 60.9  318.8	| Mag: 14.0 	| moon_dis: 164.4
476 Hedwig (A901 QB)               	| RA, DEC 22 12 19.69 -01 24 11.7	| EL, AZ: 60.6  10.3 	| Mag: 12.6 	| moon_dis: 161.8
1304 Arosa (1928 KC)               	| RA, DEC 19 31 27.93 -34 09 50.1	| EL, AZ: 60.2  253.2	| Mag: 13.4 	| moon_dis: 148.1
182 Elsa (A878 CC)                 	| RA, DEC 19 40 51.45 -21 46 43.7	| EL, AZ: 59.4  278.3	| Mag: 12.3 	| moon_dis: 153.9
